Council,Period,Benchmark,Measurement_Tools,Time_Period,Side,Policy_Sector,Issues,bmpType,BMP,Description,Goals,Immediate,Short Term Actions,Long Term Actions,Permittee_Category,Responsible_Parties,parties_typology,statefed_not,Funder,Plan,,,,,,,,,
ALT,2,,,,Demand,Municipal,Help improve surface water flow in gap areas during low flow conditions; Current and Future Surface Water Use in Gap Areas,ASWS,ASWS-7. Incentives for Dry-Year Releases from Ponds,"Future and existing surface water uses - Utilizing incentives and collaborative partnerships, examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years","2,4,6","Develop strategy
and work with
potential
participants/
impacted users to
increase support for
and implementation
of strategy",NA,"Examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years Modify farm and other pond operations to obtain releases in dry/gap years (by 01/2035), if deemed feasible",Agricultural Surface Withdrawal,usda,federal government,statefed,state incentive programs ,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,2,,,,Demand,Municipal,Help improve surface water flow in gap areas during low flow conditions; Current and Future Surface Water Use in Gap Areas,ASWS,ASWS-7. Incentives for Dry-Year Releases from Ponds,"Future and existing surface water uses - Utilizing incentives and collaborative partnerships, examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years","2,4,6","Develop strategy
and work with
potential
participants/
impacted users to
increase support for
and implementation
of strategy",NA,"Examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years Modify farm and other pond operations to obtain releases in dry/gap years (by 01/2035), if deemed feasible",Agricultural Surface Withdrawal,georgia doa,state government,statefed,state incentive programs ,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,2,,,,Demand,Municipal,Help improve surface water flow in gap areas during low flow conditions; Current and Future Surface Water Use in Gap Areas,ASWS,ASWS-7. Incentives for Dry-Year Releases from Ponds,"Future and existing surface water uses - Utilizing incentives and collaborative partnerships, examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years","2,4,6","Develop strategy
and work with
potential
participants/
impacted users to
increase support for
and implementation
of strategy",NA,"Examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years Modify farm and other pond operations to obtain releases in dry/gap years (by 01/2035), if deemed feasible",Agricultural Surface Withdrawal,gswcc,state government,statefed,state incentive programs ,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,2,,,,Demand,Municipal,Help improve surface water flow in gap areas during low flow conditions; Current and Future Surface Water Use in Gap Areas,ASWS,ASWS-7. Incentives for Dry-Year Releases from Ponds,"Future and existing surface water uses - Utilizing incentives and collaborative partnerships, examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years","2,4,6","Develop strategy
and work with
potential
participants/
impacted users to
increase support for
and implementation
of strategy",NA,"Examine opportunities to modify farm and other pond operations to obtain releases in dry/gap years Modify farm and other pond operations to obtain releases in dry/gap years (by 01/2035), if deemed feasible",Agricultural Surface Withdrawal,agricultural surface water users,users,other,state incentive programs ,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,2,,,,Demand,Agriculture,Improve understanding and quantification of agricultural water use and the projected surface water gaps on the Ogeechee River at Eden and Kings Ferry,DCAR,DCAR-2 Source of Supply Data to Refine Forecasts,Acquire additional data/information on agricultural consumptive use to confirm or refine if agricultural consumption is less than 100% consumptive Conduct “modeling scenario analysis to bracket a reasonable range of consumption” with Resource Assessment models with “new” information on consumptive use to assess effect on surface water gap,"2, 6","Develop scope of
work (
and key partnering
agencies","Complete data collection,
research, and evaluation by
01/2020
Incorporate data/findings in
next Regional Water Plan
revision",NA,NA,epd,state government,statefed,state incentive programs,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,2,,,,Demand,Agriculture,Improve understanding and quantification of agricultural water use and the projected surface water gaps on the Ogeechee River at Eden and Kings Ferry,DCAR,DCAR-2 Source of Supply Data to Refine Forecasts,Acquire additional data/information on agricultural consumptive use to confirm or refine if agricultural consumption is less than 100% consumptive Conduct “modeling scenario analysis to bracket a reasonable range of consumption” with Resource Assessment models with “new” information on consumptive use to assess effect on surface water gap,"2, 6","Develop scope of
work (
and key partnering
agencies","Complete data collection,
research, and evaluation by
01/2020
Incorporate data/findings in
next Regional Water Plan
revision",NA,NA,gswcc,state government,statefed,state incentive programs,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,2,,,,Demand,Agriculture,Improve understanding and quantification of agricultural water use and the projected surface water gaps on the Ogeechee River at Eden and Kings Ferry,DCAR,DCAR-2 Source of Supply Data to Refine Forecasts,Acquire additional data/information on agricultural consumptive use to confirm or refine if agricultural consumption is less than 100% consumptive Conduct “modeling scenario analysis to bracket a reasonable range of consumption” with Resource Assessment models with “new” information on consumptive use to assess effect on surface water gap,"2, 6","Develop scope of
work (
and key partnering
agencies","Complete data collection,
research, and evaluation by
01/2020
Incorporate data/findings in
next Regional Water Plan
revision",NA,NA,doa,state government,statefed,state incentive programs,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,2,,,,Demand,Agriculture,Improve understanding and quantification of agricultural water use and the projected surface water gaps on the Ogeechee River at Eden and Kings Ferry,DCAR,DCAR-2 Source of Supply Data to Refine Forecasts,Acquire additional data/information on agricultural consumptive use to confirm or refine if agricultural consumption is less than 100% consumptive Conduct “modeling scenario analysis to bracket a reasonable range of consumption” with Resource Assessment models with “new” information on consumptive use to assess effect on surface water gap,"2, 6","Develop scope of
work (
and key partnering
agencies","Complete data collection,
research, and evaluation by
01/2020
Incorporate data/findings in
next Regional Water Plan
revision",NA,NA,universities,research_academia,other,state incentive programs,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,1,"- Feasibility studies completed (for short-term studies)
- Feasibility studies initiated (for long-term studies/actions)",Reevaluate need during next Regional Water Plan update,5 years,Supply,Municipal,Help improve surface water flow in gap areas during low flow conditions,ASWS,ASWS-6 Land Management Incentives,Incentive-based land use practices to help promote infiltration and aquifer recharge,"1, 9, 12,","Incentive-based
practices to promote
infiltration and
aquifer recharge",Determine effectiveness and feasibility of implementing practice (by 01/2015),"If deemed effective and feasible, implement practice based on status of gap closure (by 01/2025)",City and County Land Use,wastewater utilities,utilities,other,State incentive programs,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
ALT,1,"- Feasibility studies completed (for short-term studies)
- Feasibility studies initiated (for long-term studies/actions)",Reevaluate need during next Regional Water Plan update,5 years,Supply,Municipal,Help improve surface water flow in gap areas during low flow conditions,ASWS,ASWS-6 Land Management Incentives,Incentive-based land use practices to help promote infiltration and aquifer recharge,"1, 9, 12,","Incentive-based
practices to promote
infiltration and
aquifer recharge",Determine effectiveness and feasibility of implementing practice (by 01/2015),"If deemed effective and feasible, implement practice based on status of gap closure (by 01/2025)",City and County Land Use,water utilities,utilities,other,State incentive programs,http://www.altamahacouncil.org/documents/ALT_Adopted_RWP.pdf,,,,,,,,,
